Name,t_del(days),Freq(GHz),Flux_mjy,Flux-err_mJy,Distance_mpc,Ref,Redshift
GRB 991208,283.59,8.46,0.02,0.019,,"Galama,2003",0.706
GRB 991208,291.58,8.46,0.051,0.015,,"Galama,2003",0.706
GRB 000301C,4.26,8.46,0.316,0.041,,"Berger,2000",2.034
GRB 000301C,4.98,8.46,0.289,0.034,,"Berger,2000",2.034
GRB 000301C,12.17,8.46,0.483,0.026,,"Berger,2000",2.034
GRB 000301C,14.17,8.46,0.312,0.062,,"Berger,2000",2.034
GRB 000301C,16.2,8.46,0.38,0.029,,"Berger,2000",2.034
GRB 000301C,20.12,8.46,0.324,0.036,,"Berger,2000",2.034
GRB 000301C,22.14,8.46,0.338,0.069,,"Berger,2000",2.034
GRB 000301C,26.14,8.46,0.281,0.034,,"Berger,2000",2.034
GRB 000301C,30.12,8.46,0.281,0.025,,"Berger,2000",2.034
GRB 000301C,34.18,8.46,0.325,0.027,,"Berger,2000",2.034
GRB 000301C,39.95,8.46,0.227,0.033,,"Berger,2000",2.034
GRB 000301C,42.06,8.46,0.091,0.038,,"Berger,2000",2.034
GRB 000301C,45.02,8.46,0.233,0.037,,"Berger,2000",2.034
GRB 000301C,48.06,8.46,0.145,0.036,,"Berger,2000",2.034
GRB 000301C,64.13,8.46,0.15,0.02,,"Berger,2000",2.034
GRB 000301C,67.09,8.46,0.144,0.031,,"Berger,2000",2.034
GRB 000301C,82.04,8.46,0.105,0.025,,"Berger,2000",2.034
GRB 000301C,83.04,8.46,0.114,0.024,,"Berger,2000",2.034
GRB 000301C,96.99,8.46,0.11,0.026,,"Berger,2000",2.034
GRB 000301C,100.9,8.46,0.096,0.033,,"Berger,2000",2.034
GRB 000301C,104.88,8.46,0.077,0.021,,"Berger,2000",2.034
GRB 000301C,122.65,8.46,0.048,0.02,,"Berger,2000",2.034
GRB 000418,11.0,8.46,0.856,0.033,,"Berger,2001",1.119
GRB 000418,12.0,8.46,0.795,0.037,,"Berger,2001",1.119
GRB 000418,13.0,8.46,0.684,0.048,,"Berger,2001",1.119
GRB 000418,15.0,8.46,1.24,0.046,,"Berger,2001",1.119
GRB 000418,17.0,8.46,1.02,0.053,,"Berger,2001",1.119
GRB 000418,19.0,8.35,0.625,0.06,,"Berger,2001",1.119
GRB 000418,21.0,8.46,0.926,0.053,,"Berger,2001",1.119
GRB 000418,28.0,8.46,0.963,0.034,,"Berger,2001",1.119
GRB 000418,30.0,8.46,0.66,0.05,,"Berger,2001",1.119
GRB 000418,34.0,8.46,0.643,0.038,,"Berger,2001",1.119
GRB 000418,39.0,8.46,0.341,0.05,,"Berger,2001",1.119
GRB 000418,44.0,8.46,0.556,0.043,,"Berger,2001",1.119
GRB 000418,46.0,8.46,0.517,0.034,,"Berger,2001",1.119
GRB 000418,50.0,8.46,0.238,0.038,,"Berger,2001",1.119
GRB 000418,55.0,8.46,0.23,0.033,,"Berger,2001",1.119
GRB 000418,58.0,8.46,0.325,0.03,,"Berger,2001",1.119
GRB 000418,63.0,8.46,0.316,0.03,,"Berger,2001",1.119
GRB 000418,66.0,8.46,0.306,0.029,,"Berger,2001",1.119
GRB 000418,70.0,8.46,0.296,0.022,,"Berger,2001",1.119
GRB 000418,76.0,8.46,0.274,0.022,,"Berger,2001",1.119
GRB 000418,83.0,8.46,0.178,0.024,,"Berger,2001",1.119
GRB 000418,96.0,8.46,0.152,0.023,,"Berger,2001",1.119
GRB 000418,102.0,8.46,0.168,0.022,,"Berger,2001",1.119
GRB 000418,122.0,8.46,0.119,0.025,,"Berger,2001",1.119
GRB 000418,126.0,8.46,0.087,0.031,,"Berger,2001",1.119
GRB 000418,130.0,8.46,0.166,0.027,,"Berger,2001",1.119
GRB 000418,132.0,8.46,0.1,0.025,,"Berger,2001",1.119
GRB 000418,146.0,8.46,0.148,0.025,,"Berger,2001",1.119
GRB 000418,154.0,8.46,0.055,0.02,,"Berger,2001",1.119
GRB 000418,162.0,8.46,0.085,0.022,,"Berger,2001",1.119
GRB 000418,203.0,8.46,0.094,0.014,,"Berger,2001",1.119
GRB 000911,2.0,8.46,0.165,0.06,,"Price,2002",1.059
GRB 000911,3.0,8.46,0.278,0.036,,"Price,2002",1.059
GRB 000911,4.0,8.46,0.23,0.034,,"Price,2002",1.059
GRB 000911,7.0,8.46,0.09,0.022,,"Price,2002",1.059
GRB 000911,11.0,8.46,0.088,0.025,,"Price,2002",1.059
GRB 000911,16.0,8.46,0.11,0.043,,"Price,2002",1.059
GRB 000911,18.0,8.46,0.042,0.023,,"Price,2002",1.059
GRB 000911,21.0,8.46,0.08,0.026,,"Price,2002",1.059
GRB 000911,23.0,8.46,0.054,0.024,,"Price,2002",1.059
GRB 000911,26.0,8.46,0.021,0.066,,"Price,2002",1.059
GRB 000911,27.0,8.46,0.006,0.05,,"Price,2002",1.059
GRB 000911,29.0,8.46,0.046,0.081,,"Price,2002",1.059
GRB 000911,33.0,8.46,0.045,0.026,,"Price,2002",1.059
GRB 000911,57.0,8.46,0.03,0.03,,"Price,2002",1.059
GRB 000911,126.0,8.46,0.026,0.018,,"Price,2002",1.059
GRB 000926,2.0,8.46,0.666,0.06,,"Harrison,2001",2.039
GRB 000926,3.0,8.46,0.15,0.055,,"Harrison,2001",2.039
GRB 000926,4.0,8.46,0.368,0.026,,"Harrison,2001",2.039
GRB 000926,8.0,8.46,0.44,0.034,,"Harrison,2001",2.039
GRB 000926,9.0,8.46,0.566,0.034,,"Harrison,2001",2.039
GRB 000926,12.0,8.46,0.564,0.076,,"Harrison,2001",2.039
GRB 000926,12.0,8.46,0.143,0.077,,"Harrison,2001",2.039
GRB 000926,14.0,8.46,0.242,0.13,,"Harrison,2001",2.039
GRB 000926,17.0,8.46,0.644,0.126,,"Harrison,2001",2.039
GRB 000926,20.0,8.46,0.379,0.036,,"Harrison,2001",2.039
GRB 000926,27.0,8.46,0.277,0.034,,"Harrison,2001",2.039
GRB 000926,31.0,8.46,0.17,0.079,,"Harrison,2001",2.039
GRB 000926,34.0,8.46,0.192,0.041,,"Harrison,2001",2.039
GRB 000926,62.0,8.46,0.143,0.035,,"Harrison,2001",2.039
GRB 000926,84.0,8.46,0.16,0.021,,"Harrison,2001",2.039
GRB 000926,125.0,8.46,0.01,0.04,,"Harrison,2001",2.039
GRB 000926,137.0,8.46,0.071,0.012,,"Harrison,2001",2.039
GRB 010921,26.0,8.46,0.222,0.016,,"Price,2002",0.45
GRB 010921,27.0,8.46,0.229,0.022,,"Price,2002",0.45
GRB 010921,38.0,8.46,0.158,0.026,,"Price,2002",0.45
GRB 010921,39.0,8.46,0.123,0.026,,"Price,2002",0.45
GRB 011030,23.7,8.46,0.139,0.009,,"Price,2002",3.0
GRB 011121,2.0,8.7,0.21,0.04,,"Price,2002",2.14
GRB 011121,4.0,8.7,0.45,0.13,,"Price,2002",2.14
GRB 011121,8.0,8.7,0.61,0.039,,"Price,2002",2.14
GRB 011121,16.0,8.7,0.22,0.058,,"Price,2002",2.14
GRB 011121,25.0,8.7,0.274,0.037,,"Price,2002",2.14
GRB 011121,32.0,8.7,0.237,0.046,,"Price,2002",2.14
GRB 011121,64.0,8.7,0.099,0.047,,"Price,2002",2.14
GRB 020405,1.19,8.46,0.481,0.036,,"Berger,2003",0.69
GRB 020405,3.33,8.46,0.157,0.043,,"Berger,2003",0.69
GRB 020405,4.37,8.46,0.121,0.039,,"Berger,2003",0.69
GRB 020405,5.25,8.46,0.083,0.018,,"Berger,2003",0.69
GRB 020405,8.21,8.46,0.047,0.027,,"Berger,2003",0.69
GRB 020405,16.3,8.46,0.115,0.021,,"Berger,2003",0.69
GRB 020405,32.2,8.46,0.064,0.02,,"Berger,2003",0.69
GRB 020405,46.1,8.46,0.061,0.026,,"Berger,2003",0.69
GRB 020405,49.1,8.46,0.009,0.02,,"Berger,2003",0.69
GRB 020405,52.1,8.46,0.011,0.025,,"Berger,2003",0.69
GRB 020903,23.8,8.5,1.058,0.019,,"Soderberg,2004",0.25
GRB 020903,25.7,8.5,0.746,0.037,,"Soderberg,2004",0.25
GRB 020903,26.8,8.5,0.892,0.166,,"Soderberg,2004",0.25
GRB 020903,28.6,8.5,0.765,0.041,,"Soderberg,2004",0.25
GRB 020903,36.7,8.5,0.64,0.04,,"Soderberg,2004",0.25
GRB 020903,74.0,8.5,0.19,0.03,,"Soderberg,2004",0.25
GRB 030329,307.591,8.4,0.815,0.0225,,van der Horst 2008,0.169
GRB 030329,17.3,8.46,19.567,0.028,,van der Horst 2009,0.169
GRB 030329,73.0,8.46,3.454,0.069,,"Frail, 2005",0.169
GRB 030329,78.0,8.46,3.572,0.054,,"Frail, 2005",0.169
GRB 030329,88.0,8.46,3.016,0.031,,"Frail, 2005",0.169
GRB 030329,93.0,8.46,2.13,0.055,,"Frail, 2005",0.169
GRB 030329,102.0,8.46,2.299,0.065,,"Frail, 2005",0.169
GRB 030329,120.0,8.46,1.19,0.035,,"Frail, 2005",0.169
GRB 030329,135.0,8.46,1.525,0.056,,"Frail, 2005",0.169
GRB 030329,149.0,8.46,1.277,0.051,,"Frail, 2005",0.169
GRB 030329,173.0,8.46,1.122,0.045,,"Frail, 2005",0.169
GRB 030329,177.0,8.46,1.002,0.091,,"Frail, 2005",0.169
GRB 030329,182.0,8.46,1.05,0.038,,"Frail, 2005",0.169
GRB 030329,191.0,8.46,0.931,0.041,,"Frail, 2005",0.169
GRB 030329,215.0,8.46,0.874,0.044,,"Frail, 2005",0.169
GRB 030329,248.0,8.46,0.637,0.033,,"Frail, 2005",0.169
GRB 030329,253.0,8.46,0.696,0.031,,"Frail, 2005",0.169
GRB 030329,308.0,8.46,0.686,0.038,,"Frail, 2005",0.169
GRB 030329,313.0,8.46,0.675,0.024,,"Frail, 2005",0.169
GRB 030329,334.0,8.46,0.547,0.027,,"Frail, 2005",0.169
GRB 030329,343.0,8.46,0.447,0.033,,"Frail, 2005",0.169
GRB 030329,366.0,8.46,0.528,0.029,,"Frail, 2005",0.169
GRB 050820A,0.116,8.46,0.11,0.04,,"Cenko, 2006",2.615
GRB 050820A,0.93,8.46,0.634,0.062,,"Cenko, 2006",2.615
GRB 050820A,2.15,8.46,0.419,0.05,,"Cenko, 2006",2.615
GRB 050820A,4.11,8.46,0.074,0.036,,"Cenko, 2006",2.615
GRB 050820A,8.1,8.46,0.166,0.045,,"Cenko, 2006",2.615
GRB 050820A,12.06,8.46,0.089,0.039,,"Cenko, 2006",2.615
GRB 050820A,14.91,8.46,0.106,0.033,,"Cenko, 2006",2.615
GRB 050820A,25.93,8.46,0.076,0.03,,"Cenko, 2006",2.615
GRB 050904,0.5,8.46,0.089,0.058,,"Frail, 2006",6.29
GRB 050904,1.4,8.46,0.041,0.025,,"Frail, 2006",6.29
GRB 050904,5.4,8.46,0.003,0.025,,"Frail, 2006",6.29
GRB 050904,6.23,8.46,0.027,0.024,,"Frail, 2006",6.29
GRB 050904,20.12,8.46,0.089,0.037,,"Frail, 2006",6.29
GRB 050904,29.28,8.46,0.04,0.03,,"Frail, 2006",6.29
GRB 050904,33.22,8.46,0.01,0.035,,"Frail, 2006",6.29
GRB 050904,34.18,8.46,0.064,0.023,,"Frail, 2006",6.29
GRB 051022,13.37,8.5,0.038,0.132,,"Rol, 2007",0.809
GRB 051022,17.19,8.5,0.028,0.097,,"Rol, 2007",0.809
GRB 070125,4.01,8.46,0.36,0.042,,"Chandra, 2008",1.548
GRB 070125,4.93,8.46,0.454,0.038,,"Chandra, 2008",1.548
GRB 070125,5.8,8.46,0.382,0.052,,"Chandra, 2008",1.548
GRB 070125,7.75,8.46,0.563,0.062,,"Chandra, 2008",1.548
GRB 070125,10.72,8.46,0.482,0.052,,"Chandra, 2008",1.548
GRB 070125,11.93,8.46,0.489,0.043,,"Chandra, 2008",1.548
GRB 070125,12.81,8.46,0.405,0.02,,"Chandra, 2008",1.548
GRB 070125,13.93,8.46,0.559,0.026,,"Chandra, 2008",1.548
GRB 070125,14.94,8.46,0.399,0.069,,"Chandra, 2008",1.548
GRB 070125,16.77,8.46,0.385,0.042,,"Chandra, 2008",1.548
GRB 070125,17.85,8.46,0.596,0.109,,"Chandra, 2008",1.548
GRB 070125,18.86,8.46,0.66,0.039,,"Chandra, 2008",1.548
GRB 070125,19.87,8.46,0.581,0.014,,"Chandra, 2008",1.548
GRB 070125,23.87,8.46,0.303,0.063,,"Chandra, 2008",1.548
GRB 070125,34.97,8.46,0.414,0.066,,"Chandra, 2008",1.548
GRB 070125,48.91,8.46,0.443,0.059,,"Chandra, 2008",1.548
GRB 070125,54.95,8.46,0.473,0.044,,"Chandra, 2008",1.548
GRB 070125,66.81,8.46,0.345,0.048,,"Chandra, 2008",1.548
GRB 070125,86.87,8.46,0.403,0.056,,"Chandra, 2008",1.548
GRB 070125,109.72,8.46,0.267,0.042,,"Chandra, 2008",1.548
GRB 070125,160.45,8.46,0.145,0.033,,"Chandra, 2008",1.548
GRB 070125,198.41,8.46,0.166,0.046,,"Chandra, 2008",1.548
GRB 070125,252.21,8.46,0.148,0.06,,"Chandra, 2008",1.548
GRB 070125,297.08,8.46,0.111,0.019,,"Chandra, 2008",1.548
GRB 070125,341.96,8.46,0.064,0.018,,"Chandra, 2008",1.548
GRB 071003,2.0,8.46,0.393,0.055,,"Perley,2008",1.604
GRB 071003,4.0,8.46,0.43,0.05,,"Perley,2008",1.604
GRB 071003,9.0,8.46,0.431,0.051,,"Perley,2008",1.604
GRB 071003,11.0,8.46,0.332,0.067,,"Perley,2008",1.604
GRB 071003,21.0,8.46,0.26,0.042,,"Perley,2008",1.604
GRB 071003,33.0,8.46,0.109,0.045,,"Perley,2008",1.604
GRB 090323,3.38,8.46,0.027,0.038,,"Cenko, 2011",3.57
GRB 090323,4.38,8.46,0.225,0.035,,"Cenko, 2011",3.57
GRB 090323,4.99,4.9,0.105,0.024,,"Cenko, 2011",3.57
GRB 090323,5.43,8.46,0.1,0.04,,"Cenko, 2011",3.57
GRB 090323,6.16,8.46,0.157,0.031,,"Cenko, 2011",3.57
GRB 090323,7.18,8.46,0.219,0.039,,"Cenko, 2011",3.57
GRB 090323,8.32,8.46,0.281,0.038,,"Cenko, 2011",3.57
GRB 090323,9.3,8.46,0.164,0.035,,"Cenko, 2011",3.57
GRB 090323,11.29,8.46,0.166,0.027,,"Cenko, 2011",3.57
GRB 090323,11.28,4.86,0.11,0.045,,"Cenko, 2011",3.57
GRB 090323,12.41,8.46,0.183,0.035,,"Cenko, 2011",3.57
GRB 090323,13.14,8.46,0.123,0.029,,"Cenko, 2011",3.57
GRB 090323,14.28,8.46,0.312,0.027,,"Cenko, 2011",3.57
GRB 090323,15.42,8.46,0.043,0.027,,"Cenko, 2011",3.57
GRB 090323,17.44,8.46,0.127,0.03,,"Cenko, 2011",3.57
GRB 090323,18.42,8.46,0.295,0.027,,"Cenko, 2011",3.57
GRB 090323,22.09,8.46,0.178,0.056,,"Cenko, 2011",3.57
GRB 090323,25.04,8.46,0.167,0.033,,"Cenko, 2011",3.57
GRB 090323,33.46,8.46,0.078,0.032,,"Cenko, 2011",3.57
GRB 090323,41.41,8.46,0.077,0.031,,"Cenko, 2011",3.57
GRB 090323,49.35,8.46,0.061,0.029,,"Cenko, 2011",3.57
GRB 090328,1.62,8.46,0.172,0.057,,"Cenko, 2011",0.736
GRB 090328,2.59,8.46,0.337,0.06,,"Cenko, 2011",0.736
GRB 090328,3.62,8.46,0.783,0.057,,"Cenko, 2011",0.736
GRB 090328,5.63,8.46,0.195,0.034,,"Cenko, 2011",0.736
GRB 090328,6.61,8.46,0.674,0.155,,"Cenko, 2011",0.736
GRB 090328,7.69,8.46,0.214,0.041,,"Cenko, 2011",0.736
GRB 090328,8.62,8.46,0.523,0.057,,"Cenko, 2011",0.736
GRB 090328,9.57,8.46,0.809,0.039,,"Cenko, 2011",0.736
GRB 090328,13.74,8.46,0.603,0.067,,"Cenko, 2011",0.736
GRB 090328,16.6,8.46,0.643,0.059,,"Cenko, 2011",0.736
GRB 090328,19.59,8.46,0.886,0.058,,"Cenko, 2011",0.736
GRB 090328,27.57,8.46,0.41,0.059,,"Cenko, 2011",0.736
GRB 090328,42.56,8.46,0.078,0.043,,"Cenko, 2011",0.736
GRB 090328,44.46,8.46,0.021,0.064,,"Cenko, 2011",0.736
GRB 090423,1.68,8.46,0.051,0.045,,"Chandra,2010",8.26
GRB 090424,7.72,8.46,0.074,0.022,,"Chandra,2010",8.26
GRB 090425,9.75,8.46,0.077,0.018,,"Chandra,2010",8.26
GRB 090426,10.65,8.46,0.057,0.019,,"Chandra,2010",8.26
