Name,t_del(days),Freq(GHz),Flux_mjy,Flux-err_mJy,Distance_mpc,Ref,Redshift
GRB 980425A,320 ,8.6, 0.4 ,0.2 ,,"Frail, 1998",0.0085
GRB 031203,1.6,8.46,0.54,0.062,,"Soderberg,2004",0.105
GRB 031203,3.6,8.46,0.249,0.043,,"Soderberg,2004",0.105
GRB 031203,4.43,8.46,0.053,0.052,,"Soderberg,2004",0.105
GRB 031203,8.46,8.46,0.28,0.049,,"Soderberg,2004",0.105
GRB 031203,11.45,8.46,0.304,0.042,,"Soderberg,2004",0.105
GRB 031203,13.46,8.46,0.448,0.039,,"Soderberg,2004",0.105
GRB 031203,17.43,8.46,0.457,0.041,,"Soderberg,2004",0.105
GRB 031203,19.45,8.46,0.811,0.04,,"Soderberg,2004",0.105
GRB 031203,22.48,8.46,0.467,0.046,,"Soderberg,2004",0.105
GRB 031203,27.41,8.46,0.675,0.045,,"Soderberg,2004",0.105
GRB 031203,31.41,8.46,0.459,0.047,,"Soderberg,2004",0.105
GRB 031203,35.34,8.46,0.308,0.043,,"Soderberg,2004",0.105
GRB 031203,39.37,8.46,0.647,0.045,,"Soderberg,2004",0.105
GRB 031203,42.43,8.46,0.664,0.061,,"Soderberg,2004",0.105
GRB 031203,52.32,8.46,0.45,0.044,,"Soderberg,2004",0.105
GRB 031203,65.32,8.46,0.533,0.028,,"Soderberg,2004",0.105
GRB 031203,73.3,8.46,0.517,0.042,,"Soderberg,2004",0.105
GRB 031203,86.21,8.46,0.517,0.047,,"Soderberg,2004",0.105
GRB 031203,93.25,8.46,0.304,0.046,,"Soderberg,2004",0.105
GRB 031203,110.21,8.46,0.432,0.042,,"Soderberg,2004",0.105
GRB 031203,137.15,8.46,0.426,0.037,,"Soderberg,2004",0.105
